,answer_type_id,answer_type_name,answers,frontend_info_text,points,question_type_id,question_type_name,onlinetest_title,text,variable,questions_temp,correct_answers_temp,content,lang,topic_label_en,topic_label_de,source,answers_content,related_topics,topic_label_de_fixed,irt_difficulty,level_difficulty,docid
2822,4,Single Choice,"[{'Modus': 'true', 'Median': 'false', 'Mittelwert': 'false', 'Varianz': 'false'}]",N/A,N/A,N/A,N/A,N/A,"Was ist der Wert, der in einem Datensatz am häufigsten vorkommt?",N/A,"Was ist der Wert, der in einem Datensatz am häufigsten vorkommt?",Modus,wert datensatz häufig vorkommen modus median mittelwert varianz,GERMAN,N/A,Statistische Begriffe,ChatGPT3.5,Modus Median Mittelwert Varianz,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",grundlegende statistiken,N/A,N/A,2822
2823,4,Single Choice,"[{'t-Test': 'true', 'Chi-Quadrat-Test': 'false', 'ANOVA': 'false', 'Korrelationstest': 'false'}]",N/A,N/A,N/A,N/A,N/A,"Welcher Test wird verwendet, um festzustellen, ob der Mittelwert zweier Gruppen signifikant unterschiedlich ist?",N/A,"Welcher Test wird verwendet, um festzustellen, ob der Mittelwert zweier Gruppen signifikant unterschiedlich ist?",t-Test,test feststellen mittelwert zwei gruppe signifikant unterschiedlich ttest chiquadrattest anova korrelationstest,GERMAN,N/A,Statistische Hypothesentests,ChatGPT3.5,t-Test Chi-Quadrat-Test ANOVA Korrelationstest,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",grundlegende statistiken,N/A,N/A,2823
2824,4,Single Choice,"[{'Lese': 'true', 'Leste': 'false', 'Lesen': 'false', 'Las': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was ist das Verb für 'lesen' in der Gegenwart?,N/A,Was ist das Verb für 'lesen' in der Gegenwart?,Lese,verb lesen gegenwart lesen lesen lesen lesen,GERMAN,N/A,Deutschkenntnisse,ChatGPT3.5,Lese Leste Lesen Las,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",deutsche sprachkompetenz,N/A,N/A,2824
2825,4,Single Choice,"[{'Das': 'true', 'Der': 'false', 'Die': 'false', 'Ein': 'false'}]",N/A,N/A,N/A,N/A,N/A,Welcher Artikel gehört zum Nomen 'Haus'?,N/A,Welcher Artikel gehört zum Nomen 'Haus'?,Das,artikel gehören nomen haus,GERMAN,N/A,Deutsche Grammatik,ChatGPT3.5,Das Der Die Ein,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",deutsche sprachkompetenz,N/A,N/A,2825
2826,4,Single Choice,"[{'Fahrzeug': 'true', 'Flugzeug': 'false', 'Boot': 'false', 'Zug': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was bedeutet 'Auto' auf Deutsch?,N/A,Was bedeutet 'Auto' auf Deutsch?,Fahrzeug,bedeuten auto deutsch fahrzeug flugzeug boot zug,GERMAN,N/A,Deutsche Vokabeln,ChatGPT3.5,Fahrzeug Flugzeug Boot Zug,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",deutsche sprachkompetenz,N/A,N/A,2826
2827,4,Single Choice,"[{'Du sprichst': 'true', 'Ihr sprecht': 'false', 'Er spricht': 'false', 'Wir sprechen': 'false'}]",N/A,N/A,N/A,N/A,N/A,Welche Form ist die richtige für 'du' (informelle Einzahl) im Präsens?,N/A,Welche Form ist die richtige für 'du' (informelle Einzahl) im Präsens?,Du sprichst,form informell einzahl präsens sprechen sprechen sprechen sprechen,GERMAN,N/A,Deutsche Konjugation,ChatGPT3.5,Du sprichst Ihr sprecht Er spricht Wir sprechen,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",deutsche sprachkompetenz,N/A,N/A,2827
2828,4,Single Choice,"[{'Die Gestaltung von Pflanzenbeeten und Blumenarrangements': 'false', 'Die Integration von festen Strukturen wie Gehwegen und Terrassen': 'true', 'Die Pflege und Wartung von Rasenflächen': 'false', 'Die Auswahl von Gartenmöbeln und Dekorationen': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter Hardscaping im Garten- und Landschaftsbau?,N/A,Was versteht man unter Hardscaping im Garten- und Landschaftsbau?,Die Integration von festen Strukturen wie Gehwegen und Terrassen,verstehen hardscaping garen landschaftsbau gestaltung pflanzenbeet blumenarrangement integration fest struktur gehweg terrasse pflegen wartung rasenfläch auswahl gartenmöbel dekoration,GERMAN,N/A,Garten- und Landschaftsbau,ChatGPT3.5,Die Gestaltung von Pflanzenbeeten und Blumenarrangements Die Integration von festen Strukturen wie Gehwegen und Terrassen Die Pflege und Wartung von Rasenflächen Die Auswahl von Gartenmöbeln und Dekorationen,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",garten- und landschaftsbau,N/A,N/A,2828
2829,4,Single Choice,"[{'Nur die ästhetische Wirkung der Pflanzen': 'false', 'Klima, Bodenbeschaffenheit und Standortbedingungen': 'true', 'Nur der persönliche Geschmack des Gärtners': 'false', 'Die Verfügbarkeit im örtlichen Gartencenter': 'false'}]",N/A,N/A,N/A,N/A,N/A,Welche Faktoren sollten bei der Auswahl von Pflanzen für einen Garten berücksichtigt werden?,N/A,Welche Faktoren sollten bei der Auswahl von Pflanzen für einen Garten berücksichtigt werden?,"Klima, Bodenbeschaffenheit und Standortbedingungen",faktor sollen auswahl pflanzen garen berücksichtigen ästhetisch wirkung pflanzen klima bodenbeschaffenheit standortbedingung persönlich geschmack gärtner verfügbarkeit örtlich gartencenter,GERMAN,N/A,Pflanzenauswahl,ChatGPT3.5,"Nur die ästhetische Wirkung der Pflanzen Klima, Bodenbeschaffenheit und Standortbedingungen Nur der persönliche Geschmack des Gärtners Die Verfügbarkeit im örtlichen Gartencenter","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",garten- und landschaftsbau,N/A,N/A,2829
2830,4,Single Choice,"[{'Um Schädlinge fernzuhalten': 'false', 'Um den Boden zu verschönern': 'false', 'Um das Wachstum und die Gesundheit der Pflanzen zu fördern': 'true', 'Um die Farben der Blumen zu ändern': 'false'}]",N/A,N/A,N/A,N/A,N/A,Warum ist regelmäßige Bewässerung im Garten wichtig?,N/A,Warum ist regelmäßige Bewässerung im Garten wichtig?,Um das Wachstum und die Gesundheit der Pflanzen zu fördern,warum regelmäßig bewässerung garen wichtig schädlinge fernhalten boden verschönern wachstum gesundheit pflanzen fördern farbe blume ändern,GERMAN,N/A,Gartenpflege,ChatGPT3.5,Um Schädlinge fernzuhalten Um den Boden zu verschönern Um das Wachstum und die Gesundheit der Pflanzen zu fördern Um die Farben der Blumen zu ändern,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",garten- und landschaftsbau,N/A,N/A,2830
2831,4,Single Choice,"[{'Rasenmäher': 'false', 'Spaten': 'false', 'Hacke': 'true', 'Gießkanne': 'false'}]",N/A,N/A,N/A,N/A,N/A,"Welches Gartengerät wird verwendet, um den Boden zu lockern und zu belüften?",N/A,"Welches Gartengerät wird verwendet, um den Boden zu lockern und zu belüften?",Hacke,gartengerät boden lockern belüften rasenmäher spaten hacken gießkanne,GERMAN,N/A,Gartengeräte,ChatGPT3.5,Rasenmäher Spaten Hacke Gießkanne,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",garten- und landschaftsbau,N/A,N/A,2831
2832,4,Single Choice,"[{'Die Umwandlung von analogen Informationen in digitale Formate': 'true', 'Die Umwandlung von physischen Gütern in virtuelle Güter': 'false', 'Die Verwendung von Papier und Stift für Geschäftsprozesse': 'false', 'Die Entwicklung von Papierbüchern': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was versteht man unter dem Begriff 'Digitalisierung'?,N/A,Was versteht man unter dem Begriff 'Digitalisierung'?,Die Umwandlung von analogen Informationen in digitale Formate,verstehen begriff digitalisierung umwandlung analog information digital format umwandlung physisch gut virtuell gut verwendung papier stiften geschäftsprozeß entwicklung papierbuch,GERMAN,N/A,Einsatz von Technologie,ChatGPT3.5,Die Umwandlung von analogen Informationen in digitale Formate Die Umwandlung von physischen Gütern in virtuelle Güter Die Verwendung von Papier und Stift für Geschäftsprozesse Die Entwicklung von Papierbüchern,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",einsatz von technologie,N/A,N/A,2832
2833,4,Single Choice,"[{'Bluetooth': 'true', 'GPS': 'false', 'Satellitenkommunikation': 'false', 'Festnetztelefonie': 'false'}]",N/A,N/A,N/A,N/A,N/A,"Welche Technologie ermöglicht es, Informationen drahtlos über kurze Distanzen auszutauschen?",N/A,"Welche Technologie ermöglicht es, Informationen drahtlos über kurze Distanzen auszutauschen?",Bluetooth,technologie ermöglichen information drahtlos kurz distanz austauschen bluetooth gps satellitenkommunikation festnetztelefonie,GERMAN,N/A,Innovative Technologien,ChatGPT3.5,Bluetooth GPS Satellitenkommunikation Festnetztelefonie,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",eignungstest für informationstechnologie,N/A,N/A,2833
2834,4,Single Choice,"[{'Die Fähigkeit von Computern, aus Daten zu lernen und Vorhersagen zu treffen': 'true', 'Die Verwendung von Schreibmaschinen in Unternehmen': 'false', 'Die manuelle Dateneingabe in Computer': 'false', 'Die Entwicklung von Robotern mit menschlicher Intelligenz': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was beschreibt den Begriff 'Machine Learning'?,N/A,Was beschreibt den Begriff 'Machine Learning'?,"Die Fähigkeit von Computern, aus Daten zu lernen und Vorhersagen zu treffen",beschreiben begriff machine learning fähigkeit computer datum lernen vorhersagen treffen verwendung schreibmaschine unternehmen manuell dateneingabe computer entwicklung roboter menschlich intelligenz,GERMAN,N/A,Künstliche Intelligenz,ChatGPT3.5,"Die Fähigkeit von Computern, aus Daten zu lernen und Vorhersagen zu treffen Die Verwendung von Schreibmaschinen in Unternehmen Die manuelle Dateneingabe in Computer Die Entwicklung von Robotern mit menschlicher Intelligenz","[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",eignungstest für informationstechnologie,N/A,N/A,2834
2835,4,Single Choice,"[{'Verwendung von starken Passwörtern und Zwei-Faktor-Authentifizierung': 'true', 'Veröffentlichung aller persönlichen Daten im Internet': 'false', 'Nutzung öffentlicher WLAN-Netzwerke ohne Schutzmaßnahmen': 'false', 'Teilen von Passwörtern mit Freunden': 'false'}]",N/A,N/A,N/A,N/A,N/A,"Welche Maßnahme ist wichtig, um die Sicherheit von Online-Konten zu gewährleisten?",N/A,"Welche Maßnahme ist wichtig, um die Sicherheit von Online-Konten zu gewährleisten?",Verwendung von starken Passwörtern und Zwei-Faktor-Authentifizierung,maßnahme wichtig sicherheit onlinekonten gewährleisten verwendung stark passwort zweifaktorauthentifizierung veröffentlichung persönlich datum internet nutzung öffentlich wlannetzwerke schutzmaßnahme teilen passwörtern freund,GERMAN,N/A,Datenschutz und Sicherheit,ChatGPT3.5,Verwendung von starken Passwörtern und Zwei-Faktor-Authentifizierung Veröffentlichung aller persönlichen Daten im Internet Nutzung öffentlicher WLAN-Netzwerke ohne Schutzmaßnahmen Teilen von Passwörtern mit Freunden,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",internet -sicherheit,N/A,N/A,2835
2836,4,Single Choice,"[{'Eine Software zur Planung und Überwachung von Produktionsprozessen': 'true', 'Ein Produktionsroboter': 'false', 'Eine Produktionsanlage': 'false', 'Ein Lagerverwaltungssystem': 'false'}]",N/A,N/A,N/A,N/A,N/A,Was ist ein Produktionsplanungs- und Steuerungssystem (PPS)?,N/A,Was ist ein Produktionsplanungs- und Steuerungssystem (PPS)?,Eine Software zur Planung und Überwachung von Produktionsprozessen,produktionsplanung steuerungssystem pp software planung überwachung produktionsprozeß produktionsroboter produktionsanlage lagerverwaltungssystem,GERMAN,N/A,Produktionsplanungs- und Steuerungssysteme,ChatGPT3.5,Eine Software zur Planung und Überwachung von Produktionsprozessen Ein Produktionsroboter Eine Produktionsanlage Ein Lagerverwaltungssystem,"[{'topic': 'Allgemeinwissen', 'rate': 0.31622672429223514}, {'topic': 'Arbeitssicherheit und Gesundheitsschutz', 'rate': 0.03884054539284159}, {'topic': 'Datenverarbeitung', 'rate': 0.03579986688647307}, {'topic': 'Deutsche Sprache', 'rate': 0.05374241938292218}, {'topic': 'Elektrotechnik', 'rate': 0.026895748214670546}]",management-kontrollsystem,N/A,N/A,2836
